
Generation :0
1.122650,19.905200,0.504576
0.478846,7.547800,0.059359
1.194750,25.860000,0.110638
1.368760,13.599100,0.269844
1.008510,3.146630,0.711409
0.824155,12.455700,0.297416
1.441790,13.586500,0.459830
0.512955,25.759700,0.366288
0.486734,28.389000,1.063220
0.957653,24.559700,0.3696969

Generation :0
1.122650,19.905200,0.504576
0.478846,7.547800,0.059359
1.194750,25.860000,0.110638
1.368760,13.599100,0.269844
1.008510,3.146630,0.711409
0.824155,12.455700,0.297416
1.441790,13.586500,0.459830
0.512955,25.759700,0.366288
0.486734,28.389000,1.063220
0.957653,24.559700,0.319919

Generation :0
1.122650,19.905200,0.504576,32.500000
0.478846,7.547800,0.059359,37.629900
1.194750,25.860000,0.110638,27.450000
1.368760,13.599100,0.269844,15.370000
1.008510,3.146630,0.711409,45.320000
0.824155,12.455700,0.297416,22.630000
1.441790,13.586500,0.459830,41.900000
0.512955,25.759700,0.366288,39.190000
0.486734,28.389000,1.063220,26.620000
0.957653,24.559700,0.319919,23.430000

Generation :0
1.122650,19.905200,0.504576,32.500000
0.478846,7.547800,0.059359,37.629900
1.194750,25.860000,0.110638,27.450000
1.368760,13.599100,0.269844,15.370000
1.008510,3.146630,0.711409,45.320000
0.824155,12.455700,0.297416,22.630000
1.441790,13.586500,0.459830,41.900000
0.512955,25.759700,0.366288,39.190000
0.486734,28.389000,1.063220,26.620000
0.957653,24.559700,0.319919,23.430000

Generation :0
1.122650,19.905200,0.504576,32.500000
0.478846,7.547800,0.059359,37.629900
1.194750,25.860000,0.110638,27.450000
1.368760,13.599100,0.269844,15.370000
1.008510,3.146630,0.711409,45.320000
0.824155,12.455700,0.297416,22.630000
1.441790,13.586500,0.459830,41.900000
0.512955,25.759700,0.366288,39.190000
0.486734,28.389000,1.063220,26.620000
0.957653,24.559700,0.319919,23.430000

Generation :0
1.122650,19.905200,0.504576,32.500000
0.478846,7.547800,0.059359,37.629900
1.194750,25.860000,0.110638,27.450000
1.368760,13.599100,0.269844,15.370000
1.008510,3.146630,0.711409,45.320000
0.824155,12.455700,0.297416,22.630000
1.441790,13.586500,0.459830,41.900000
0.512955,25.759700,0.366288,39.190000
0.486734,28.389000,1.063220,26.620000
0.957653,24.559700,0.319919,23.430000
